NM_MUNICIPIO,NM_VOTAVEL,SG_PARTIDO,QT_VOTOS,PERCENTAGE
PALMARES PAULISTA,VANDECO DK,NOVO,1002,0.18446244477172313
TUPI PAULISTA,JULIANO GUIRO,PSD,3472,0.41600766834411695
TUPI PAULISTA,NEDÉCIO DENTISTA,PSDB,2562,0.30697340043134436
TUPI PAULISTA,CLOVIS PINTOR,MDB,2312,0.2770189312245387
GABRIEL MONTEIRO,RENEE DO BATUTA,PSDB,1185,0.48987184787102106
GABRIEL MONTEIRO,BRANCO GALINA,UNIÃO,1131,0.46754857379082265
GABRIEL MONTEIRO,SIMÃOZINHO,PSB,103,0.04257957833815626
INÚBIA PAULISTA,FERNANDO ROSSI,PSD,1934,1.0
TAQUARAL,ARI JACINTO,PL,809,0.4000989119683482
TAQUARAL,PAULINHO CARDOSO,MDB,707,0.3496538081107814
TAQUARAL,JEFFERSON,UNIÃO,506,0.2502472799208704
MIRASSOLÂNDIA,CÉLIA,PSD,2119,0.6325373134328358
MIRASSOLÂNDIA,JAIRO DA GRANJA,PSB,1231,0.3674626865671642
MARINÓPOLIS,EVALDO,PSD,1253,0.8629476584022039
MARINÓPOLIS,ELLEN MARQUESINI,REPUBLICANOS,199,0.13705234159779614
TABAPUÃ,SILVIO SARTORELLO,PSD,4152,0.6130222944042522
TABAPUÃ,JORGINHO ADVOGADO,PSDB,2621,0.38697770559574785
MENDONÇA,JULIANO,PSD,2954,0.6993371212121212
MENDONÇA,SARGENTO ADILSON,PODE,1270,0.3006628787878788
RIO DAS PEDRAS,MARCOS BUZETTO,REPUBLICANOS,10251,0.5385625722391509
RIO DAS PEDRAS,VANESSA BOTAM,PL,8517,0.44746243564148364
RIO DAS PEDRAS,LEONEL DE SOUSA,AVANTE,266,0.013974992119365346
NOVAIS,PAULINHO DA DENGUE,PSD,2515,0.7375366568914956
NOVAIS,FÁBIO PRADO,REPUBLICANOS,895,0.2624633431085044
JÚLIO MESQUITA,ELTON,PP,2072,0.6351931330472103
JÚLIO MESQUITA,MARIKO DO TIRSINHO,PSD,1190,0.3648068669527897
LOURDES,ODÉCIO,PSD,945,0.5880522713130056
LOURDES,MÁ,REPUBLICANOS,662,0.4119477286869944
SANTO EXPEDITO,NENÊ BÉTIO,PSD,972,0.41932700603968937
SANTO EXPEDITO,VANDI,MDB,761,0.3283002588438309
SANTO EXPEDITO,GILBERTO,REPUBLICANOS,585,0.25237273511647973
PALMEIRA D'OESTE,VALDIR SEMENSATI,PL,3509,0.6269430051813472
PALMEIRA D'OESTE,MAURÃO DA ELEKTRO,REPUBLICANOS,2088,0.37305699481865284
AVANHANDAVA,NORBERTO DO ESCRITORIO,PSD,3259,0.5662901824500435
AVANHANDAVA,DR SIDNEY,UNIÃO,2496,0.4337098175499566
QUADRA,LHEONIDES DO CARLAO,UNIÃO,1912,0.6085295989815405
QUADRA,LUIZ CARLOS AMÉRICO,PSD,1230,0.3914704010184596
ELISIÁRIO,CÁSSIO BERTELLI,PSD,1620,0.6829679595278246
ELISIÁRIO,GABRIEL MARION,PL,752,0.31703204047217537
MAGDA,RODOLFO KAMÁ,UNIÃO,1845,1.0
DIVINOLÂNDIA,PADOCA,PL,2959,0.40712713263621353
DIVINOLÂNDIA,JOÃO VIVARELLI,PRTB,2376,0.32691249312052834
DIVINOLÂNDIA,PAULO AURELIETTI,PSD,1933,0.26596037424325814
PRESIDENTE ALVES,GUEGO,PSD,1850,0.6408036023553862
PRESIDENTE ALVES,DÊ,PP,1037,0.3591963976446138
CLEMENTINA,GILSON ,REPUBLICANOS,2629,0.602290950744559
CLEMENTINA,JULIANO BIDU,UNIÃO,1736,0.397709049255441
GUARANI D'OESTE,EDMILSON,PSD,777,0.472915398660986
GUARANI D'OESTE,VALDIR FLORIAN,UNIÃO,711,0.43274497869750456
GUARANI D'OESTE,GENIVALDO,REPUBLICANOS,142,0.08642726719415703
GUARANI D'OESTE,PAULO CÉSAR,PSDB,13,0.007912355447352405
BARÃO DE ANTONINA,RODRIGÃO,REPUBLICANOS,1624,0.703030303030303
BARÃO DE ANTONINA,FABRICIO SAMAMBAIAL,PL,686,0.296969696969697
GASTÃO VIDIGAL,DANIEL,PP,1278,0.5085555113410266
GASTÃO VIDIGAL,TIAO BERTINO,PSD,1235,0.49144448865897333
DRACENA,GENI LOBO DA SAÚDE,PP,12641,0.5288900046023179
DRACENA,ANDRE LEMOS,REPUBLICANOS,11260,0.4711099953976821
VARGEM,LEO ALVES,UNIÃO,3088,0.6498316498316499
VARGEM,ROBERTA OLIVEIRA,PL,1664,0.3501683501683502
AVAÍ,HELLEN RODRIGUES,PSD,2798,1.0
ASPÁSIA,IVAN DE PAULA,PSD,1038,0.6178571428571429
ASPÁSIA,CALANGO,MDB,642,0.3821428571428571
NOVA CANAÃ PAULISTA,THAIS,PSD,1072,0.5153846153846153
NOVA CANAÃ PAULISTA,CARLÃO,MDB,1008,0.4846153846153846
BREJO ALEGRE,RAFAEL DO VAVA,PSD,1509,0.5774971297359357
BREJO ALEGRE,MAYSA,PSDB,1104,0.4225028702640643
SÃO JOÃO DE IRACEMA,LULA,UNIÃO,833,0.5107296137339056
SÃO JOÃO DE IRACEMA,DAVID,PSD,798,0.4892703862660944
JUMIRIM,DANIEL VIEIRA,PSD,1668,1.0
