NM_MUNICIPIO,NM_VOTAVEL,SG_PARTIDO,QT_VOTOS,PERCENTAGE
JUQUIÁ,JÚPTER FURQUIM,PSD,1271,0.11488746271354967
JUQUIÁ,MANINHO,SOLIDARIEDADE,194,0.017535930579408842
CUNHA,RODRIGO DO NETO,PL,7680,0.5436398386069229
CUNHA,ZÉ ÉDER,REPUBLICANOS,6447,0.4563601613930771
COTIA,WELINGTON FORMIGA,PDT,78581,0.5839761596884707
COTIA,ÂNGELA MALUF,PSD,47308,0.3515702798709888
COTIA,CIDA AIRES,PSOL,2885,0.021439931035507797
COTIA,FERNANDO CONFIANCA,NOVO,2726,0.020258319585024005
COTIA,ADILSON LIMA,DC,1824,0.013555089847059347
COTIA,DANILO RAMOS,PRD,1238,0.009200219972949272
PIRANGI,BIKA,PL,2635,0.4348902459151675
PIRANGI,BILA BUSNARDO,MDB,1842,0.3040105627991418
PIRANGI,LUIZINHO,REPUBLICANOS,1582,0.2610991912856907
MARABÁ PAULISTA,CIDO SOBRAL,MDB,1531,0.5448398576512455
MARABÁ PAULISTA,LUZINETE NETE,REPUBLICANOS,1279,0.45516014234875446
SEVERÍNIA,GUILHERME SECCHIERI,UNIÃO,5266,0.5655068728522337
SEVERÍNIA,GLAUCIA SCATOLIN,PSD,4046,0.43449312714776633
ELIAS FAUSTO,TATO BICUDO,PODE,4954,0.4696179732676083
ELIAS FAUSTO,IRINEU VIANA,MDB,3351,0.317660441748033
ELIAS FAUSTO,EDUARDO DA FARMÁCIA,PSD,2244,0.2127215849843587
RIBEIRÃO PIRES,GUTO VOLPI,PL,28909,0.4672086107699269
RIBEIRÃO PIRES,GABRIEL RONCON,PP,27164,0.43900704635076604
RIBEIRÃO PIRES,RENATO FORESTO,PT,3928,0.06348180231430603
RIBEIRÃO PIRES,RICARDO ABÍLIO,NOVO,1875,0.03030254056500097
IACRI,CLEBINHO,PL,2165,0.5517329255861366
IACRI,NINA,PSDB,1711,0.43603465851172274
IACRI,GENILSON DE JESUS SILVA,AVANTE,48,0.012232415902140673
TEJUPÁ,VALTINHO BORANELLI,PSDB,1932,0.6598360655737705
TEJUPÁ,BETÃO,PODE,996,0.3401639344262295
UBIRAJARA,LEILA DO WALMIR,MDB,964,0.2854604678708913
UBIRAJARA,JOSUÉ SENA,AVANTE,848,0.25111045306485047
UBIRAJARA,SERGIO DO GUIDO,PSD,848,0.25111045306485047
UBIRAJARA,PAULINHO VETERINARIO,PP,422,0.12496298489783832
UBIRAJARA,JOÃO FRANCISCO,PL,295,0.08735564110156945
NOVA ODESSA,LEITINHO,PSD,21565,0.6163189482709346
NOVA ODESSA,BILL,PL,10167,0.2905687339239783
NOVA ODESSA,JUÇARA ROSOLEN,NOVO,3258,0.09311231780508716
NAZARÉ PAULISTA,PROFESSORA GUINHA,UNIÃO,6445,0.585749341088794
NAZARÉ PAULISTA,PROFESSOR ALEMÃO,PSD,4558,0.41425065891120605
VOTORANTIM,WEBER MANGA,REPUBLICANOS,14826,0.24714530997349515
VOTORANTIM,PIVETTA,PSB,13276,0.22130723966060445
VOTORANTIM,MAURO DOS MATERIAIS,PL,9485,0.15811232059210856
VOTORANTIM,FABÍOLA,PSDB,8192,0.13655836903432295
VOTORANTIM,PROFESSOR LUCIANO SILVA,PODE,7248,0.1208221507276334
VOTORANTIM,MARCÃO PAPELEIRO,PT,3717,0.06196135958259014
VOTORANTIM,FERNANDO OLIVEIRA,NOVO,3245,0.054093250429245364
LUCIANÓPOLIS,CANELINHA,PT,1156,0.6369146005509642
LUCIANÓPOLIS,NEY PRETO ,PSD,659,0.36308539944903584
MURUTINGA DO SUL,CRISTIANO,PODE,2160,0.7552447552447552
MURUTINGA DO SUL,GILSON PIMENTEL,PSD,700,0.24475524475524477
JAGUARIÚNA,DAVI,PP,20832,0.6812518394976945
JAGUARIÚNA,TON PROENCIO,NOVO,4654,0.15219595146996304
JAGUARIÚNA,DU CORRÊA,MOBILIZA,2629,0.08597403446809902
JAGUARIÚNA,DR ALEX,PSB,1264,0.04133555708165735
JAGUARIÚNA,PROF RITA,PT,1200,0.03924261748258609
MARIÁPOLIS,RICARDO,PSD,1287,0.5398489932885906
MARIÁPOLIS,CIDINHA FIRMINO,PODE,779,0.32676174496644295
MARIÁPOLIS,ESTACIA TACICA,PDT,248,0.1040268456375839
MARIÁPOLIS,ZÉ GORDINHO,PRD,70,0.02936241610738255
CAJOBI,ITALIANO BARBARELLI,PP,3480,0.5379502241459267
CAJOBI,DR CAIO,REPUBLICANOS,2892,0.4470551862729943
CAJOBI,REGIS EMPREITEIRO,PODE,97,0.014994589581078991
MONTE APRAZÍVEL,CAMARGO,PP,5210,0.42271805273833674
MONTE APRAZÍVEL,MAURINHO,PSB,4371,0.3546450304259635
MONTE APRAZÍVEL,PEDRO POLOTO,PSD,2744,0.2226369168356998
IGARAÇU DO TIETÊ,BUCHO,MDB,6594,0.48757763975155277
IGARAÇU DO TIETÊ,RICARDO VERPA,PSD,6034,0.44616977225672877
IGARAÇU DO TIETÊ,EDUARDO CARVOEIRO,PSB,896,0.06625258799171843
PAULO DE FARIA,DIRCEU CASSIA,PL,2006,0.43176926388291004
PAULO DE FARIA,MARIO DO COTI,PSD,1510,0.3250107619457598
PAULO DE FARIA,DOUGLAS DE LIMA RIBEIRO,UNIÃO,637,0.13710718897976754
PAULO DE FARIA,QUEIDINHO,PODE,428,0.09212225570383126
PAULO DE FARIA,ELAINE ALINE ABENÇOADA,DC,65,0.013990529487731381
AGUDOS,RAFAEL LIMA,REPUBLICANOS,11550,0.5362614913176711
AGUDOS,FERNANDO OCTAVIANI,MDB,9368,0.4349521775466617
AGUDOS,MATILDE MACHADO,MOBILIZA,243,0.011282384622527626
AGUDOS,RONI COSTA,AGIR,240,0.011143095923484074
AGUDOS,MARCELO MAIA,PDT,137,0.006360850589655492
GUARATINGUETÁ,JUNIOR FILIPPO,PSD,27752,0.43338799094245334
GUARATINGUETÁ,REGIS YASUMURA,PL,18919,0.2954478019832904
GUARATINGUETÁ,DANI DIAS,REPUBLICANOS,15020,0.23455922542359647
GUARATINGUETÁ,FÁBIO SELLES,PT,1253,0.01956742406496447
GUARATINGUETÁ,THALES GAYEAN,PSOL,1091,0.017037557585695324
CUBATÃO,CESAR,PSD,27180,0.40471120773090724
CUBATÃO,RODRIGO ALEMÃO,PSB,26613,0.3962685567087062
CUBATÃO,DR PAIVA,PL,8179,0.12178561324617698
CUBATÃO,TONINHO VIEIRA,PP,4800,0.07147217796572314
CUBATÃO,CARLOS DE FREITAS,DC,387,0.0057624443484864275
BARUERI,BETO PITERI,REPUBLICANOS,97708,0.48387064824444115
BARUERI,GIL ARANTES,UNIÃO,80426,0.39828653493784977
BARUERI,FABIÃO,MDB,17951,0.08889714257415936
BARUERI,SABRINA NABUCO,PSOL,5845,0.028945674243549744
JOANÓPOLIS,CRISTIANO DA EMA,REPUBLICANOS,3483,0.46839698762775683
JOANÓPOLIS,ADAUTO OLIVEIRA,PSD,2022,0.2719203873050027
JOANÓPOLIS,GEIZA DO CARNEIRO,PL,1225,0.16473910704679937
JOANÓPOLIS,MAURO GARCIA,UNIÃO,706,0.0949435180204411
CAPIVARI,VITÃO RICCOMINI,PL,23719,0.8838171181577673
CAPIVARI,TAMBUZINHO,UNIÃO,3118,0.11618288184223274
RINCÃO,TENENTE RODRIGUES,PL,4109,0.7744063324538258
RINCÃO,EDINHO BOLITO,MDB,1197,0.22559366754617413
CRUZÁLIA,ARILDO MOSQUITO,PSD,1331,1.0
IBIRÁ,BISCOITO,REPUBLICANOS,3816,0.5007874015748032
IBIRÁ,ZÉ ERNESTO,PL,3804,0.49921259842519683
PIEDADE,GERALDINHO,PSD,16558,0.5735762782319523
PIEDADE,JUNIOR JK,PL,10194,0.3531245669945961
PIEDADE,GEREMIAS,PT,2116,0.07329915477345157
SANTO ANASTÁCIO,LUIZ INFANTE,PSDB,3383,0.30590469301021794
SANTO ANASTÁCIO,DIDA,PT,3313,0.29957500678180665
SANTO ANASTÁCIO,ROBERTO VOLPE,REPUBLICANOS,2140,0.1935075504114296
SANTO ANASTÁCIO,ADAUTO,PSD,1790,0.16185911926937335
SANTO ANASTÁCIO,JAIR DA PIRÂMIDE,PP,433,0.03915363052717244
GETULINA,TADEU,PL,3366,0.612668365489625
GETULINA,CHIQUINHO ENGENHEIRO,PDT,2128,0.38733163451037494
FRANCO DA ROCHA,LORENA OLIVEIRA,SOLIDARIEDADE,36141,0.5179574638844302
FRANCO DA ROCHA,BRAN CELEGUIM,PT,28837,0.41327963769777576
FRANCO DA ROCHA,VALDIR,MDB,4798,0.06876289841779408
RIBEIRÃO DO SUL,ELIANA,CIDADANIA,1994,0.6016898008449004
RIBEIRÃO DO SUL,SALMA,MDB,1320,0.3983101991550996
BOFETE,CARLINHOS DO CARMO,REPUBLICANOS,2652,0.39647181940499326
BOFETE,MARCIO CORDEIRO,PP,2321,0.3469875915682464
BOFETE,DALTON CARTEIRO,PSD,1716,0.25654058902676036
ANHUMAS,ADAILTON,PSD,2217,0.8385022692889561
ANHUMAS,ALECY,UNIÃO,427,0.16149773071104387
SANDOVALINA,PACO,MDB,3052,0.8320610687022901
SANDOVALINA,DRª MÔNICA VETERINARIA,REPUBLICANOS,616,0.16793893129770993
UNIÃO PAULISTA,KENDREA PAPILE,PSD,1165,0.7294927989981215
UNIÃO PAULISTA,IVONE SOLIGO,PSB,432,0.27050720100187853
GUAIÇARA,FLAVIA DO BAIANO,PSB,2302,0.3914300289066485
GUAIÇARA,LEONEL,PSDB,1816,0.30879102193504504
GUAIÇARA,LUCAS FERNANDES,REPUBLICANOS,1454,0.24723686447883014
GUAIÇARA,ZÉ MONTEIRO,PL,309,0.05254208467947628
ITAPECERICA DA SERRA,RAMON CORSINI,UNIÃO,40858,0.4738697780148918
ITAPECERICA DA SERRA,JONES DONIZETTE,REPUBLICANOS,26139,0.30315928649300644
ITAPECERICA DA SERRA,DR NAKANO,PL,13155,0.15257126951358121
ITAPECERICA DA SERRA,DRA LUCIANA BARBOSA,PT,2777,0.03220755723597226
ITAPECERICA DA SERRA,JORGE COSTA,PSD,2243,0.02601424230474821
ITAPECERICA DA SERRA,ADRIANA ABELHÃO,PSOL,1050,0.012177866437800097
PONGAÍ,GILHIARD BORTOLI,CIDADANIA,1814,0.7296862429605793
PONGAÍ,ORIVAL,PL,672,0.27031375703942073
SANTA RITA DO PASSA QUATRO,MARCELO SIMAO,MDB,5520,0.3860679815358791
SANTA RITA DO PASSA QUATRO,DR MAURO,UNIÃO,3872,0.27080710588893553
SANTA RITA DO PASSA QUATRO,JOSE HENRIQUE ZORZI,PL,2502,0.17498950902224086
SANTA RITA DO PASSA QUATRO,LEANDRO PILHA,PP,2404,0.16813540355294446
JACAREÍ,CELSO FLORÊNCIO,PL,57594,0.506833281999384
JACAREÍ,HAMILTON MOTA,PT,29377,0.258520702248427
JACAREÍ,DR. RODRIGO SALOMON,PSD,20499,0.18039336472037665
JACAREÍ,FERNANDO MASSARI,UNIÃO,3384,0.029779557354688256
JACAREÍ,DIOBEL,MDB,2248,0.0197826373916487
JACAREÍ,ADILSON DOS SANTOS,PSTU,533,0.004690456285475425
GUARAREMA,ZÉ,PL,13820,0.7928858290304074
GUARAREMA,PASTORA JESSIANE,REPUBLICANOS,2181,0.1251290877796902
GUARAREMA,FIGUEREDO,PSB,866,0.04968445209409065
GUARAREMA,LUIZ PEREIRA,PDT,563,0.03230063109581182
TIETÊ,JUNIOR REGONHA,PL,9297,0.46942691239585965
TIETÊ,ZÉ CARLOS MELARÉ,PRTB,5496,0.27750568038374146
TIETÊ,BASILIO,MDB,2555,0.12900782630648827
TIETÊ,ANA MADUREIRA,PSD,2314,0.11683918202474122
TIETÊ,PASTORA MARCIA,PMB,143,0.007220398889169402
PEDERNEIRAS,IVANA,PSD,10518,0.4274393465274109
PEDERNEIRAS,VITOR NICOLIELO,PL,8516,0.34608038363067417
PEDERNEIRAS,VICENTE MINGUILI,MDB,5573,0.2264802698419149
MOGI GUAÇU,RODRIGO FALSETTI,PSD,51329,0.6541559401524227
MOGI GUAÇU,DR NORA,PL,22329,0.28456911273672675
MOGI GUAÇU,WALTER CAVEANHA,PSB,4182,0.05329696938801519
MOGI GUAÇU,ADV MIRO SUTERIO,SOLIDARIEDADE,626,0.007977977722835369
MOMBUCA,PALITINHO,PL,1118,0.43468118195956457
MOMBUCA,JOÃO POLETTI,PSB,1007,0.3915241057542768
MOMBUCA,MAURINHO,PSD,447,0.17379471228615864
TAIÚVA,MAURO BERSI,PSD,2172,0.59983429991715
TAIÚVA,PROFESSOR AMADEU,PP,967,0.26705330019331674
TAIÚVA,DONIZETE ALVES,PL,482,0.13311239988953327
POTIRENDABA,GI FRANZOTTI,PL,5341,0.507603117278084
POTIRENDABA,RAFAEL G CALIMAN,SOLIDARIEDADE,5181,0.492396882721916
IBIRAREMA,CAMACHINHO,PSD,1674,0.41486988847583645
IBIRAREMA,DOUTOR EMERSON,PL,1161,0.28773234200743497
IBIRAREMA,SIMONE MATIAS,REPUBLICANOS,1051,0.26047087980173483
IBIRAREMA,MATEUS CAVUTO,PP,149,0.036926889714993805
ÁLVARES MACHADO,CHIQUINHO,UNIÃO,9543,0.7467720478910713
ÁLVARES MACHADO,EMERSON POLICATE,PSD,3236,0.25322795210892873
COLINA,MI,REPUBLICANOS,3658,0.3492790986345842
COLINA,DANIEL CURY,PSB,3449,0.32932302110188105
COLINA,CAMPANHOLI,PSD,3366,0.32139788026353483
CHARQUEADA,RODRIGO ARRUDA,PSD,8152,0.83158216872386
CHARQUEADA,WASHINGTON,PL,1355,0.13822299296133836
CHARQUEADA,JUNINHO VERDI,PV,296,0.030194838314801593
JABOTICABAL,PROFESSOR EMERSON,MDB,19905,0.5580945438232491
JABOTICABAL,ADRIANA HORI,PSD,11243,0.31523019121852747
JABOTICABAL,NELSINHO GIMENEZ,PL,2679,0.07511355352436494
JABOTICABAL,PROFESSOR JOÃO ROBERTO,REDE,1061,0.029748219592889587
JABOTICABAL,PROFESSOR ADRIANO,PT,778,0.02181349184096899
QUEIROZ,RODRIGO,PSD,2135,0.7757994186046512
QUEIROZ,TICA,MDB,617,0.22420058139534885
ARUJÁ,DR. CAMARGO,PSD,47913,0.9431692913385826
ARUJÁ,MARCIO BATISTA,PT,2887,0.056830708661417324
SANTA CRUZ DO RIO PARDO,DR OTACILIO,PL,12456,0.5025214830354622
SANTA CRUZ DO RIO PARDO,DIEGO SINGOLANI,PSD,12331,0.4974785169645379
TUPÃ,RENAN PONTELLI,PSDB,17083,0.5290492412511614
TUPÃ,WILSON QUILÃO,PSD,15207,0.4709507587488386
MIRANTE DO PARANAPANEMA,EDUARDO,PSB,4908,0.4937625754527163
MIRANTE DO PARANAPANEMA,LÚCIA GOES,UNIÃO,4756,0.47847082494969817
MIRANTE DO PARANAPANEMA,MIGUEL GABRIEL,PT,214,0.021529175050301812
MIRANTE DO PARANAPANEMA,MAURÃO DA BOM PASTOR,MOBILIZA,62,0.006237424547283702
CAJATI,LUIZ KOGA,PL,7557,0.4592804181354078
CAJATI,SIDNEI BICO,REPUBLICANOS,4900,0.2977999270694056
CAJATI,MARINO DE LIMA,MDB,3660,0.2224383128722499
CAJATI,PROFESSOR GERMANO,PT,337,0.02048134192293667
NHANDEARA,JUNIOR NASCIMENTO,PSDB,2510,0.42412977357215276
NHANDEARA,INDALÉCIO AYUB,SOLIDARIEDADE,2251,0.38036498817167963
NHANDEARA,ISMAEL SOARES,PL,652,0.11017235552551538
NHANDEARA,FABRICIO MARCOLINO,PODE,505,0.08533288273065225
CÁSSIA DOS COQUEIROS,SILVIO DA FARMÁCIA,PSD,1741,0.8015653775322283
CÁSSIA DOS COQUEIROS,PEDRO DA FARMACIA,MDB,297,0.13674033149171272
CÁSSIA DOS COQUEIROS,NINA,PODE,134,0.061694290976058934
NOVA LUZITÂNIA,PATINHO,PSD,1342,0.5722814498933901
NOVA LUZITÂNIA,EDINHO,PP,1003,0.4277185501066098
SÃO VICENTE,KAYO AMADO,PODE,147382,0.8743540913971797
SÃO VICENTE,CORONEL MAGNO JULIÃO,PL,9713,0.05762305634162113
SÃO VICENTE,ROSANA CARUSO,PT,8230,0.04882505443133346
SÃO VICENTE,MARCELO ROCHA,NOVO,1996,0.01184141052793944
SÃO VICENTE,RICARDO FARGNOLI,PRD,927,0.005499492765230391
SÃO VICENTE,RUI ELIZEU,PSOL,313,0.0018568945366959143
SALTO DE PIRAPORA,MATHEUS MARUM,PSD,15310,0.7440346017398066
SALTO DE PIRAPORA,JOELZINHO HADDAD,PODE,5267,0.25596539826019343
RIBEIRÃO PRETO,RICARDO SILVA,PSD,128466,0.48443185803332717
RIBEIRÃO PRETO,MARCO AURELIO,NOVO,66136,0.2493919431047291
RIBEIRÃO PRETO,ROQUE,PT,40551,0.15291358238840977
RIBEIRÃO PRETO,ANDRÉ TRINDADE,UNIÃO,29115,0.10978962174147495
RIBEIRÃO PRETO,MATHEUS COELHO,DC,921,0.003472994732059022
PIRATININGA,SANDRO BOLA,REPUBLICANOS,4016,0.5162617302995244
PIRATININGA,MAJOR JORGE LUÍS,PL,3763,0.4837382697004756
BARBOSA,RODRIGO ,PSD,2860,0.6958637469586375
BARBOSA,CLEBER DA BICICLETARIA,PL,629,0.15304136253041362
BARBOSA,DEDINHA,MDB,621,0.1510948905109489
GUARANTÃ,MARCOS FRUGERI,MDB,2732,0.6912955465587044
GUARANTÃ,CRISTINA VILARRUBIA,PSB,1220,0.30870445344129555
RIBEIRÃO BRANCO,TUCA RIBAS,PP,6607,0.5837603816928786
RIBEIRÃO BRANCO,RATINHO,PSDB,4711,0.4162396183071214
PIRAPORA DO BOM JESUS,GREGORIO,MDB,5675,0.4969352014010508
PIRAPORA DO BOM JESUS,RAUL BUENO,REPUBLICANOS,5224,0.4574430823117338
PIRAPORA DO BOM JESUS,NENO FREITAS,MOBILIZA,383,0.033537653239929945
PIRAPORA DO BOM JESUS,DR MARCOS,PMB,138,0.012084063047285465
PEREIRAS,OSMARZINHO,PSD,3339,0.6707513057452792
PEREIRAS,FRAJOLA,REPUBLICANOS,1639,0.32924869425472075
JAMBEIRO,ARIES MARIOTO,PP,1853,0.46163428001993023
JAMBEIRO,PROFESSORA GRAÇA,PSD,1417,0.3530144494270055
JAMBEIRO,ROSANGELA ALMEIDA,PL,744,0.18535127055306427
TUIUTI,AMARILDO LIMA,PSB,2018,0.4683221165003481
TUIUTI,PEDRINHO DO ADÃO,MDB,1184,0.2747737294035739
TUIUTI,DIEGO MARTINS,UNIÃO,624,0.14481318171269436
TUIUTI,ADILSON,REPUBLICANOS,483,0.11209097238338361
ONDA VERDE,NILSINHO,PP,2174,0.6003866335266501
ONDA VERDE,RAFAELLO MARINHO,MDB,1302,0.3595691797845899
ONDA VERDE,SEBINHO,PSD,145,0.04004418668876001
FERNANDO PRESTES,MARIEL DA ROCHA,PSDB,2459,1.0
ÁLVARO DE CARVALHO,ADILSON,PL,1762,0.7845057880676759
ÁLVARO DE CARVALHO,DIEGO ,PSB,484,0.21549421193232413
MONTE ALEGRE DO SUL,RAFA VEZZAN,REPUBLICANOS,2461,0.5336079791847355
MONTE ALEGRE DO SUL,ENEAS CONTI,PL,2151,0.46639202081526454
CONCHAL,JUNIOR CALEFFI,PL,8891,0.5389138077342708
CONCHAL,ROGÉRIO DA FARMÁCIA,MDB,7607,0.46108619226572917
TURIÚBA,JORGE MOLINA,PSD,661,0.443326626425218
TURIÚBA,ANGELINHA,SOLIDARIEDADE,422,0.28303152246814217
TURIÚBA,RODOLFO CARVALHO,PP,408,0.27364185110663986
CAIEIRAS,GILMAR LAGOINHA,PL,31002,0.6285123464298747
CAIEIRAS,JOSIE DARTORA,PV,12335,0.25007095649353284
CAIEIRAS,DR ROBERTO HAMAMOTO,PSD,5989,0.12141669707659247
VARGEM GRANDE PAULISTA,PITER SANTOS,PODE,17908,0.572231985940246
VARGEM GRANDE PAULISTA,DRA. LARISSA,PL,12765,0.4078926346061671
VARGEM GRANDE PAULISTA,LEONARDO ZAMPIERI,PSOL,622,0.019875379453586833
GUAIMBÊ,MÁRCIA ACHILLES,PSD,3027,0.826146288209607
GUAIMBÊ,ALBERTINO BRANDÃO,PSB,637,0.17385371179039302
SANTÓPOLIS DO AGUAPEÍ,JUNINHO,PSD,1184,0.42559309849029475
SANTÓPOLIS DO AGUAPEÍ,BOQUINHA,UNIÃO,1154,0.41480948957584474
SANTÓPOLIS DO AGUAPEÍ,SHINITI OHARA,PODE,444,0.15959741193386054
SANTO ANTÔNIO DA ALEGRIA,DENILSON MEGA,REPUBLICANOS,1987,0.4103676166873193
SANTO ANTÔNIO DA ALEGRIA,RICARDO,PSD,1761,0.36369268897149937
SANTO ANTÔNIO DA ALEGRIA,KÊNIA NAVES,MDB,1074,0.2218091697645601
SANTO ANTÔNIO DA ALEGRIA,DIVINO DO QUITA,UNIÃO,20,0.004130524576621231
PORANGABA,CAL,PSD,3616,0.6455990001785396
PORANGABA,GILSON DA CONNECTS,PP,1985,0.35440099982146045
ANHEMBI,JAIRO GÓIS,REPUBLICANOS,2684,0.6024691358024692
ANHEMBI,MOTINHA,PP,1201,0.26958473625140295
ANHEMBI,TIÃOZINHO QUADROS,PL,570,0.12794612794612795
SÃO JOSÉ DA BELA VISTA,WALTER CÁSSIO,PSD,3600,0.6864988558352403
SÃO JOSÉ DA BELA VISTA,MASSINO,PL,1484,0.2829900839054157
SÃO JOSÉ DA BELA VISTA,MADALENA,PT,160,0.03051106025934401
NOVA CAMPINA,JUNIOR DA SAÚDE,PSD,3267,0.569759330310429
NOVA CAMPINA,WAGNER CAMARGO,REPUBLICANOS,2455,0.4281478897802581
NOVA CAMPINA,JOEL MADEIRA,PL,12,0.0020927799093128706
SANTA ISABEL,DR CARLOS CHINCHILLA,PODE,16642,0.544871165242445
SANTA ISABEL,CLEBÃO,PL,12432,0.4070327079854631
SANTA ISABEL,TERESINHA ARQUITETA,PSB,897,0.02936843139180827
SANTA ISABEL,BIRA CARVALHO,PSOL,572,0.018727695380283536
ROSANA,CLAUDEMIR,REPUBLICANOS,5344,0.5035334024309809
ROSANA,DR BRUNO,PSD,4043,0.38094789409215113
ROSANA,VALDIR,PT,966,0.09102044662206728
ROSANA,CIDA BARRETO,PL,260,0.024498256854800716
PEDRINHAS PAULISTA,FREDDIE NICOLAU,PSD,1805,0.7574485942089803
PEDRINHAS PAULISTA,JUNINHO GIANNETTA,PP,578,0.24255140579101972
MACAUBAL,ACÁCIO,PSD,3518,0.70374074814963
MACAUBAL,ADRIANO,PL,1481,0.29625925185037005
SARUTAIÁ,JOÃO DA TAPERA,REPUBLICANOS,1242,0.44724522866402594
SARUTAIÁ,MOISES ANTUNES BOIZÃO,PODE,1181,0.4252790781418797
SARUTAIÁ,JOSELI,PSD,354,0.12747569319409435
PROMISSÃO,HAMILTON FOZ,PP,6585,0.3538039974210187
PROMISSÃO,RIGATO,REPUBLICANOS,5330,0.28637438211906296
PROMISSÃO,DOCINHO CAPELLANES,PSD,4861,0.26117558564367077
PROMISSÃO,IEDA MARIA,PL,1836,0.09864603481624758
ARIRANHA,DEDÊ TROVÓ,PL,3498,1.0
JABORANDI,SILVINHO VAZ,PODE,2656,1.0
SÃO JOÃO DO PAU D'ALHO,LUQUINHA,PSD,872,0.5212193664076509
SÃO JOÃO DO PAU D'ALHO,MANOEL PEREIRA,PSDB,801,0.47878063359234907
SANTA RITA D'OESTE,OSMARZINHO DA OFICINA,PL,1292,0.5998142989786444
SANTA RITA D'OESTE,ALAOR PASIAN,PSDB,862,0.40018570102135564
BOCAINA,ZETE,REPUBLICANOS,3076,0.48387604215825075
BOCAINA,ROBERTINHO,PV,1428,0.2246342614440774
BOCAINA,JOÃO VECCHIO,PSD,1422,0.22369042000943842
BOCAINA,MARQUINHOS CATATAU,PL,431,0.06779927638823344
PERUÍBE,FELIPE BERNARDO,PSD,14146,0.3540128631847644
PERUÍBE,GILSON BARGIERI,MDB,14065,0.3519857854300658
PERUÍBE,EMER,PL,11662,0.29184914537400836
PERUÍBE,O MEDICO DR. BRUNO,DC,86,0.0021522060111614405
VISTA ALEGRE DO ALTO,NELSINHO ROZANI,PODE,2972,0.6314000424899087
VISTA ALEGRE DO ALTO,ARLINDO BALSANELLI,PSD,1735,0.36859995751009134
IGUAPE,SALVADOR,UNIÃO,10101,0.6411298000634719
IGUAPE,CHRISTIAN,PL,5654,0.3588701999365281
REGISTRO,SAMUEL,PSD,18143,0.5573372653826069
REGISTRO,RENATO BOLSONARO,PL,9708,0.2982213620864436
REGISTRO,SANDRA KENNEDY,PT,4702,0.14444137253094952
REGINÓPOLIS,RONALDO CORREA,PODE,1743,0.43793969849246234
REGINÓPOLIS,JOÃO PAULO,PSD,1678,0.421608040201005
REGINÓPOLIS,FERNANDO INÁCIO,PL,559,0.14045226130653266
BARRA DO CHAPÉU,IVAN DA ANUNCIATA,UNIÃO,2400,0.6105316713304503
BARRA DO CHAPÉU,GUIDO,REPUBLICANOS,1531,0.3894683286695497
SANTA LÚCIA,JUNIOR DA FARMÁCIA,PT,3347,1.0
BENTO DE ABREU,TEREZINHA SALESSE,PSDB,637,0.3365029054410988
BENTO DE ABREU,ZE LUIZ,PSD,632,0.3338615953512942
BENTO DE ABREU,VITOR,PP,543,0.2868462757527734
BENTO DE ABREU,GONÇALVIO,AVANTE,81,0.042789223454833596
TAQUARIVAÍ,RUBINHO,PSD,1845,0.4462989840348331
TAQUARIVAÍ,MARLOS DO PEDRINHO,REPUBLICANOS,1203,0.2910014513788099
TAQUARIVAÍ,CECÉ CARDOSO,PSDB,1086,0.262699564586357
ITAJU,JERRI DA FÁTIMA,PSD,1671,0.6444273042807559
ITAJU,JUNINHO LOPES,PL,922,0.3555726957192441
RIOLÂNDIA,TONINHO SANTANA,PSD,3560,0.614004829251466
RIOLÂNDIA,FABIANA BARCELOS,UNIÃO,2238,0.38599517074853396
GUARIBA,DR FRANCISCO,PSD,13793,0.6466782315157766
GUARIBA,JUNIOR ROCHA,PSB,7536,0.35332176848422336
ARARAS,IRINEU MARRETTO,PSD,24681,0.37147243418973225
ARARAS,PROFA. REGINA CORROCHEL,PP,16623,0.2501918995800786
ARARAS,FELIPE BELOTO,PL,11530,0.1735374241808522
ARARAS,MURILO COGHI,UNIÃO,10030,0.15096100299513854
ARARAS,ROBERTA DO PT,PT,3577,0.05383723905419846
SANTA MARIA DA SERRA,ZANI,PSD,1967,0.6028194912657064
SANTA MARIA DA SERRA,NARCISO BISTAFA,SOLIDARIEDADE,1296,0.3971805087342936
POPULINA,DR JOÃO CESAR,REPUBLICANOS,1573,0.48957360722066606
POPULINA,SÉRGIO DA FARMÁCIA,MDB,1483,0.46156240273887333
POPULINA,MIRO SANCHES,PSD,157,0.04886399004046063
RIBEIRÃO CORRENTE,ANINHA MONTANHER,MDB,2253,0.6387865041111426
RIBEIRÃO CORRENTE,MIGUEL SERAFIM,PL,1274,0.36121349588885737
CESÁRIO LANGE,RAMIRO,REPUBLICANOS,4613,0.45403543307086613
CESÁRIO LANGE,GERSON DA FARMACIA,PL,4315,0.42470472440944884
CESÁRIO LANGE,LUIZ DA SAÚDE,PODE,990,0.09744094488188976
CESÁRIO LANGE,CARLOS SENNA,PT,242,0.023818897637795277
CAMPO LIMPO PAULISTA,ADEILDO NOGUEIRA,PL,20268,0.4897544944906244
CAMPO LIMPO PAULISTA,DR LUIZ,PSD,17965,0.43410496810361493
CAMPO LIMPO PAULISTA,ANTONIO CARLOS,PT,2898,0.07002706359945873
CAMPO LIMPO PAULISTA,DIEGO DI,AVANTE,253,0.006113473806301953
PEDRANÓPOLIS,FAUSTO,REPUBLICANOS,1697,0.7827490774907749
