NR_ZONA,NM_VOTAVEL,SG_PARTIDO,QT_VOTOS,BAIRRO,RANK
420,PABLO MARÇAL,PRTB,25917,VILA MEDEIROS,1
420,RICARDO NUNES,MDB,25395,VILA MEDEIROS,2
420,GUILHERME BOULOS,PSOL,17484,VILA MEDEIROS,3
420,TABATA AMARAL,PSB,6849,VILA MEDEIROS,4
420,DATENA,PSDB,1757,VILA MEDEIROS,5
420,MARINA HELENA,NOVO,982,VILA MEDEIROS,6
420,RICARDO SENESE,UP,70,VILA MEDEIROS,7
420,ALTINO PRAZERES,PSTU,31,VILA MEDEIROS,8
420,JOÃO PIMENTA,PCO,14,VILA MEDEIROS,9
420,BEBETO HADDAD,DC,6,VILA MEDEIROS,10
422,RICARDO NUNES,MDB,31797,MANDAQUI,1
422,PABLO MARÇAL,PRTB,30157,MANDAQUI,2
422,GUILHERME BOULOS,PSOL,24305,MANDAQUI,3
422,TABATA AMARAL,PSB,9271,MANDAQUI,4
422,DATENA,PSDB,1910,MANDAQUI,5
422,MARINA HELENA,NOVO,1314,MANDAQUI,6
422,RICARDO SENESE,UP,108,MANDAQUI,7
422,ALTINO PRAZERES,PSTU,52,MANDAQUI,8
422,BEBETO HADDAD,DC,13,MANDAQUI,9
422,JOÃO PIMENTA,PCO,10,MANDAQUI,10
